0.sledgehammer initialize Params for sledgehammer: {abduce = SOME 0, cache_dir = NONE, compress = NONE, debug = true, expect =
0.sledgehammer initialize  "", fact_filter = NONE, fact_thresholds = (0.45, 0.85), falsify =
0.sledgehammer initialize  SOME false, induction_rules = NONE, instantiate = NONE, isar_proofs = NONE,
0.sledgehammer initialize  lam_trans = NONE, learn = true, max_facts = NONE, max_mono_iters = NONE,
0.sledgehammer initialize  max_new_mono_instances = NONE, max_proofs = 4, minimize = true, overlord =
0.sledgehammer initialize  false, preplay_timeout = 0.000, provers = ["cvc5_proof"], slices = 192,
0.sledgehammer initialize  smt_proofs = true, spy = false, strict = false, timeout = 30.000, try0 =
0.sledgehammer initialize  false, type_enc = NONE, uncurried_aliases = NONE, verbose = true}
0.sledgehammer goal.using      7001ms Matrix_Tensor.Matrix_Tensor 1924:72161  some (SH 7000ms, ATP 973ms): Try this: by (smt (cvc5) "0" length_Cons plus_1_eq_Suc)
0.sledgehammer goal.by         3685ms Matrix_Tensor.Matrix_Tensor 1924:72169  some (SH 3684ms, ATP 559ms): Try this: by (smt (cvc5) length_Cons plus_1_eq_Suc)
0.sledgehammer goal.by         3631ms Matrix_Tensor.Matrix_Tensor 1926:72247  some (SH 3630ms, ATP 518ms): Try this: by (smt (cvc5) plus_1_eq_Suc times_nat.simps(2))
0.sledgehammer goal.using      7068ms Matrix_Tensor.Matrix_Tensor 1929:72374  some (SH 7067ms, ATP 714ms): Try this: by (smt (cvc5) add.commute less_diff_conv2)
0.sledgehammer goal.by         6724ms Matrix_Tensor.Matrix_Tensor 1932:72537  some (SH 6723ms, ATP 678ms): Try this: by (smt (cvc5) less_diff_conv2)
0.sledgehammer goal.using      3589ms Matrix_Tensor.Matrix_Tensor 1934:72643  some (SH 3588ms, ATP 1173ms): Try this: by (smt (cvc5) Tensor.simps(2))
0.sledgehammer goal.by         3056ms Matrix_Tensor.Matrix_Tensor 1934:72662  some (SH 3055ms, ATP 1064ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      3727ms Matrix_Tensor.Matrix_Tensor 1936:72756  some (SH 3726ms, ATP 1360ms): Try this: by (smt (cvc5) "3")
0.sledgehammer goal.by         3401ms Matrix_Tensor.Matrix_Tensor 1936:72770  some (SH 3400ms, ATP 1438ms): Try this: by (smt (cvc5) "3")
0.sledgehammer goal.unfolding  7665ms Matrix_Tensor.Matrix_Tensor 1939:72913  some (SH 7664ms, ATP 1671ms): Try this: by (smt (cvc5) append_simpl col_def)
0.sledgehammer goal.using      3744ms Matrix_Tensor.Matrix_Tensor 1939:72931  some (SH 3743ms, ATP 1055ms): Try this: by (smt (cvc5) append_simpl)
0.sledgehammer goal.by         3033ms Matrix_Tensor.Matrix_Tensor 1939:72950  some (SH 3033ms, ATP 1016ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      3581ms Matrix_Tensor.Matrix_Tensor 1942:73081  some (SH 3581ms, ATP 1302ms): Try this: by (smt (cvc5) vec_mat_Tensor_length)
0.sledgehammer goal.by         3275ms Matrix_Tensor.Matrix_Tensor 1942:73109  some (SH 3275ms, ATP 1276ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      3753ms Matrix_Tensor.Matrix_Tensor 1946:73283  some (SH 3752ms, ATP 1410ms): Try this: by (smt (cvc5) col_vec_mat_Tensor_prelim)
0.sledgehammer goal.by         3307ms Matrix_Tensor.Matrix_Tensor 1946:73308  some (SH 3306ms, ATP 1335ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         8858ms Matrix_Tensor.Matrix_Tensor 1953:73612  some (SH 8857ms, ATP 1797ms): Try this: by (smt (cvc5) div_less mod_less nth_Cons_0)
0.sledgehammer goal.using      3817ms Matrix_Tensor.Matrix_Tensor 1959:73904  some (SH 3816ms, ATP 1332ms): Try this: by (smt (cvc5) "4")
0.sledgehammer goal.by         3320ms Matrix_Tensor.Matrix_Tensor 1959:73912  some (SH 3319ms, ATP 1259ms): Try this: by (smt (cvc5))
0.sledgehammer goal.unfolding  7665ms Matrix_Tensor.Matrix_Tensor 1962:74027  some (SH 7664ms, ATP 1680ms): Try this: by (smt (cvc5) "3" append_simpl2 col_def vec_mat_Tensor_length)
0.sledgehammer goal.using      4803ms Matrix_Tensor.Matrix_Tensor 1962:74046  some (SH 4802ms, ATP 1181ms): Try this: by (smt (cvc5) "3" append_simpl2 vec_mat_Tensor_length)
0.sledgehammer goal.by         3066ms Matrix_Tensor.Matrix_Tensor 1963:74104  some (SH 3065ms, ATP 948ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using     17531ms Matrix_Tensor.Matrix_Tensor 1970:74395  timeout (SH 17531ms): Timed out
0.sledgehammer goal.by         7007ms Matrix_Tensor.Matrix_Tensor 1970:74412  some (SH 7007ms, ATP 574ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      7185ms Matrix_Tensor.Matrix_Tensor 1974:74551  some (SH 7185ms, ATP 996ms): Try this: by (smt (cvc5) \<open>j < (1 + length M) * length M2\<close> add.commute div_if mult_is_0 nat_less_le nle_le plus_1_eq_Suc)
0.sledgehammer goal.by         6649ms Matrix_Tensor.Matrix_Tensor 1978:74812  some (SH 6648ms, ATP 626ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      3875ms Matrix_Tensor.Matrix_Tensor 1982:74950  some (SH 3874ms, ATP 584ms): Try this: by (smt (cvc5) le_mod_geq)
0.sledgehammer goal.by         2286ms Matrix_Tensor.Matrix_Tensor 1982:74967  some (SH 2285ms, ATP 447ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      2341ms Matrix_Tensor.Matrix_Tensor 1988:75216  some (SH 2340ms, ATP 477ms): Try this: by (smt (cvc5) "5")
0.sledgehammer goal.by         2019ms Matrix_Tensor.Matrix_Tensor 1988:75224  some (SH 2019ms, ATP 452ms): Try this: by (smt (cvc5))
0.sledgehammer goal.unfolding  9054ms Matrix_Tensor.Matrix_Tensor 1990:75310  some (SH 9053ms, ATP 2065ms): Try this: by (smt (cvc5) add_diff_cancel_right' add_gr_0 col_def nth_Cons_pos zero_less_one)
0.sledgehammer goal.by         7205ms Matrix_Tensor.Matrix_Tensor 1990:75328  some (SH 7204ms, ATP 158ms): Try this: by (smt (cvc5) add_diff_cancel_right' add_gr_0 nth_Cons_pos zero_less_one)
0.sledgehammer goal.proof     11145ms Matrix_Tensor.Matrix_Tensor 1995:75549  some (SH 11144ms, ATP 1671ms): Try this: by (smt (cvc5) "6" Euclidean_Rings.div_eq_0_iff One_nat_def add.commute add_diff_cancel_right' col_def div_greater_zero_iff length_0_conv length_greater_0_conv nth_non_equal_first_eq plus_1_eq_Suc zero_neq_one)
0.sledgehammer goal.using      7242ms Matrix_Tensor.Matrix_Tensor 1998:75660  some (SH 7242ms, ATP 1025ms): Try this: by (smt (cvc5) "2" local.temp)
0.sledgehammer goal.by         2227ms Matrix_Tensor.Matrix_Tensor 1998:75673  some (SH 2226ms, ATP 452ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      6942ms Matrix_Tensor.Matrix_Tensor 2000:75757  some (SH 6941ms, ATP 461ms): Try this: by (smt (cvc5) div_left_ineq)
0.sledgehammer goal.by         2085ms Matrix_Tensor.Matrix_Tensor 2000:75791  some (SH 2085ms, ATP 444ms): Try this: by (smt (cvc5))
0.sledgehammer goal.unfolding  7107ms Matrix_Tensor.Matrix_Tensor 2005:76043  some (SH 7106ms, ATP 739ms): Try this: by (smt (cvc5) add.commute col_def nth_Cons_Suc plus_1_eq_Suc)
0.sledgehammer goal.by         6655ms Matrix_Tensor.Matrix_Tensor 2005:76061  some (SH 6655ms, ATP 771ms): Try this: by (smt (cvc5) add_diff_cancel_right' add_eq_0_iff_both_eq_0 nth_Cons' zero_neq_one)
0.sledgehammer goal.by         2395ms Matrix_Tensor.Matrix_Tensor 2009:76257  some (SH 2394ms, ATP 351ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      7177ms Matrix_Tensor.Matrix_Tensor 2012:76409  some (SH 7176ms, ATP 509ms): Try this: by (smt (cvc5) "6" local.temp)
0.sledgehammer goal.by         1851ms Matrix_Tensor.Matrix_Tensor 2012:76422  some (SH 1851ms, ATP 334ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      3455ms Matrix_Tensor.Matrix_Tensor 2013:76453  some (SH 3453ms, ATP 544ms): Try this: by (smt (cvc5) "7" local.temp temp1)
0.sledgehammer goal.by         3243ms Matrix_Tensor.Matrix_Tensor 2013:76467  some (SH 3242ms, ATP 924ms): Try this: by (smt (cvc5) local.temp)
0.sledgehammer goal.using      7649ms Matrix_Tensor.Matrix_Tensor 2019:76700  some (SH 7648ms, ATP 1116ms): Try this: by (smt (cvc5) "4" col_def)
0.sledgehammer goal.by         3259ms Matrix_Tensor.Matrix_Tensor 2019:76716  some (SH 3258ms, ATP 1132ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      7677ms Matrix_Tensor.Matrix_Tensor 2021:76761  some (SH 7675ms, ATP 1727ms): Try this: by (smt (cvc5) col_def cvc_arith_rewrite_defs(5) step_1)
0.sledgehammer goal.by         6635ms Matrix_Tensor.Matrix_Tensor 2022:76828  some (SH 6635ms, ATP 694ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         3663ms Matrix_Tensor.Matrix_Tensor 2024:76865  some (SH 3662ms, ATP 1167ms): Try this: by (smt (cvc5))
0.sledgehammer goal.unfolding 19104ms Matrix_Tensor.Matrix_Tensor 2028:76927  timeout (SH 19104ms): Timed out
0.sledgehammer goal.by         7778ms Matrix_Tensor.Matrix_Tensor 2028:76953  some (SH 7777ms, ATP 757ms): Try this: by (smt (cvc5) list.simps(9))
0.sledgehammer goal.unfolding 19314ms Matrix_Tensor.Matrix_Tensor 2031:77015  timeout (SH 19314ms): Timed out
0.sledgehammer goal.by         2573ms Matrix_Tensor.Matrix_Tensor 2031:77044  some (SH 2573ms, ATP 595ms): Try this: by (smt (cvc5))
0.sledgehammer goal.unfolding  7352ms Matrix_Tensor.Matrix_Tensor 2034:77087  some (SH 7352ms, ATP 781ms): Try this: by (smt (cvc5) list.simps(8) row_def)
0.sledgehammer goal.by         6834ms Matrix_Tensor.Matrix_Tensor 2034:77105  some (SH 6834ms, ATP 909ms): Try this: by (smt (cvc5) length_0_conv length_0_conv length_map)
0.sledgehammer goal.using      7795ms Matrix_Tensor.Matrix_Tensor 2037:77175  some (SH 7794ms, ATP 1328ms): Try this: by (smt (cvc5) length_0_conv mult_0_right vec_vec_Tensor_length)
0.sledgehammer goal.by         7452ms Matrix_Tensor.Matrix_Tensor 2038:77267  some (SH 7451ms, ATP 1306ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      4518ms Matrix_Tensor.Matrix_Tensor 2041:77321  some (SH 4518ms, ATP 1459ms): Try this: by (smt (cvc5) vec_mat_Tensor.simps(1,2) vec_vec_Tensor_right_empty)
0.sledgehammer goal.by         3868ms Matrix_Tensor.Matrix_Tensor 2041:77348  some (SH 3867ms, ATP 1518ms): Try this: by (smt (cvc5) vec_vec_Tensor_right_empty)
0.sledgehammer goal.by         3140ms Matrix_Tensor.Matrix_Tensor 2044:77414  some (SH 3140ms, ATP 598ms): Try this: by (smt (cvc5) bot_nat_0.extremum_strict)
0.sledgehammer goal.apply     17823ms Matrix_Tensor.Matrix_Tensor 2051:77636  timeout (SH 17822ms): Timed out
0.sledgehammer goal.proof     17858ms Matrix_Tensor.Matrix_Tensor 2052:77654  timeout (SH 17857ms): Timed out
0.sledgehammer goal.using      3916ms Matrix_Tensor.Matrix_Tensor 2054:77695  some (SH 3915ms, ATP 723ms): Try this: by (smt (cvc5) mult_is_0 not_less_zero row_length_Nil)
0.sledgehammer goal.by         3808ms Matrix_Tensor.Matrix_Tensor 2054:77705  some (SH 3807ms, ATP 742ms): Try this: by (smt (cvc5) mult_is_0 not_less_zero row_length_Nil)
0.sledgehammer goal.using      3528ms Matrix_Tensor.Matrix_Tensor 2059:77917  some (SH 3527ms, ATP 1297ms): Try this: by (smt (cvc5) vec_mat_Tensor.simps(2))
0.sledgehammer goal.by         3465ms Matrix_Tensor.Matrix_Tensor 2059:77944  some (SH 3464ms, ATP 1600ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      3777ms Matrix_Tensor.Matrix_Tensor 2061:78042  some (SH 3776ms, ATP 1408ms): Try this: by (smt (cvc5) row_Cons)
0.sledgehammer goal.by         3145ms Matrix_Tensor.Matrix_Tensor 2061:78057  some (SH 3144ms, ATP 1391ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      6575ms Matrix_Tensor.Matrix_Tensor 2063:78116  some (SH 6574ms, ATP 1270ms): Try this: by (smt (cvc5) list.distinct(1) list.sel(1) row_length_def)
0.sledgehammer goal.by         4127ms Matrix_Tensor.Matrix_Tensor 2063:78137  some (SH 4127ms, ATP 1228ms): Try this: by (smt (cvc5) list.distinct(1) list.sel(1))
0.sledgehammer goal.using     10620ms Matrix_Tensor.Matrix_Tensor 2065:78219  some (SH 10620ms, ATP 1401ms): Try this: by (smt (cvc5) list.distinct(1) list.set_intros(1) mat_uniqueness matrix_row_length)
0.sledgehammer goal.by         3576ms Matrix_Tensor.Matrix_Tensor 2065:78285  some (SH 3576ms, ATP 1235ms): Try this: by (smt (cvc5))
0.sledgehammer goal.proof     18306ms Matrix_Tensor.Matrix_Tensor 2072:78622  timeout (SH 18306ms): Timed out
0.sledgehammer goal.proof     19983ms Matrix_Tensor.Matrix_Tensor 2076:78765  timeout (SH 19982ms): Timed out
0.sledgehammer goal.using      7350ms Matrix_Tensor.Matrix_Tensor 2079:78877  some (SH 7349ms, ATP 1577ms): Try this: by (smt (cvc5) "1" \<open>row (vec_mat_Tensor v (w # N)) i = row (vec_vec_Tensor v w # vec_mat_Tensor v N) i\<close> local.Nil row_empty vec_mat_Tensor.simps(1))
0.sledgehammer goal.by         3241ms Matrix_Tensor.Matrix_Tensor 2079:78921  some (SH 3240ms, ATP 1550ms): Try this: by (smt (cvc5))
0.sledgehammer goal.proof     11752ms Matrix_Tensor.Matrix_Tensor 2081:78961  some (SH 11752ms, ATP 2128ms): Try this: by (smt (cvc5) "2" assms length_0_conv local.Nil mult_0_right not_less_zero row_Cons row_empty times.simps(1,2) vec_vec_Tensor_elements)
0.sledgehammer goal.using      7790ms Matrix_Tensor.Matrix_Tensor 2084:79046  some (SH 7789ms, ATP 1931ms): Try this: by (smt (cvc5) local.Nil vec_vec_Tensor_right_empty)
0.sledgehammer goal.by         3480ms Matrix_Tensor.Matrix_Tensor 2084:79083  some (SH 3476ms, ATP 1210ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      5977ms Matrix_Tensor.Matrix_Tensor 2086:79163  some (SH 5976ms, ATP 1539ms): Try this: by (smt (cvc5) "2" list.size(3) local.Nil mult_is_0)
0.sledgehammer goal.by         4203ms Matrix_Tensor.Matrix_Tensor 2086:79189  some (SH 4203ms, ATP 1468ms): Try this: by (smt (cvc5) "2" list.size(3,3) mult_is_0)
0.sledgehammer goal.using      7848ms Matrix_Tensor.Matrix_Tensor 2088:79262  some (SH 7847ms, ATP 2126ms): Try this: by (smt (cvc5) assms not_less_zero)
0.sledgehammer goal.by         3421ms Matrix_Tensor.Matrix_Tensor 2088:79293  some (SH 3421ms, ATP 1105ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      3819ms Matrix_Tensor.Matrix_Tensor 2090:79348  some (SH 3818ms, ATP 1570ms): Try this: by (smt (cvc5) \<open>length v * row_length (w # N) = 0\<close> assms not_less_zero)
0.sledgehammer goal.by         3092ms Matrix_Tensor.Matrix_Tensor 2090:79412  some (SH 3091ms, ATP 1389ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      7385ms Matrix_Tensor.Matrix_Tensor 2094:79496  some (SH 7384ms, ATP 1152ms): Try this: by (smt (cvc5) list.distinct(1) local.Cons)
0.sledgehammer goal.by         3447ms Matrix_Tensor.Matrix_Tensor 2094:79507  some (SH 3446ms, ATP 1146ms): Try this: by (smt (cvc5) list.distinct(1))
0.sledgehammer goal.using      7005ms Matrix_Tensor.Matrix_Tensor 2096:79574  some (SH 7004ms, ATP 1275ms): Try this: by (smt (cvc5) "2" assms)
0.sledgehammer goal.by         3381ms Matrix_Tensor.Matrix_Tensor 2096:79601  some (SH 3380ms, ATP 1117ms): Try this: by (smt (cvc5) "2")
0.sledgehammer goal.using      4149ms Matrix_Tensor.Matrix_Tensor 2101:79844  some (SH 4149ms, ATP 1179ms): Try this: by (smt (cvc5) "1" vec_vec_Tensor_elements)
0.sledgehammer goal.by         3478ms Matrix_Tensor.Matrix_Tensor 2101:79881  some (SH 3477ms, ATP 1221ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      7805ms Matrix_Tensor.Matrix_Tensor 2106:80133  some (SH 7804ms, ATP 2079ms): Try this: by (smt (cvc5) "2" \<open>row (vec_mat_Tensor v (w # N)) i = [vec_vec_Tensor v w ! i]\<close> local.Nil row_Cons row_empty times.simps(1,2))
0.sledgehammer goal.by         4314ms Matrix_Tensor.Matrix_Tensor 2107:80265  some (SH 4313ms, ATP 2344ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      3964ms Matrix_Tensor.Matrix_Tensor 2108:80300  some (SH 3963ms, ATP 1395ms): Try this: by (smt (cvc5) "2")
0.sledgehammer goal.by         4076ms Matrix_Tensor.Matrix_Tensor 2108:80316  some (SH 4075ms, ATP 1516ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      6530ms Matrix_Tensor.Matrix_Tensor 2113:80426  some (SH 6529ms, ATP 1329ms): Try this: by (smt (cvc5) list.distinct(1) list.sel(1) local.Cons row_length_def)
0.sledgehammer goal.by         3776ms Matrix_Tensor.Matrix_Tensor 2113:80452  some (SH 3775ms, ATP 1271ms): Try this: by (smt (cvc5) list.distinct(1) list.sel(1))
0.sledgehammer goal.using      4444ms Matrix_Tensor.Matrix_Tensor 2115:80522  some (SH 4443ms, ATP 1877ms): Try this: by (smt (cvc5) assms local.Cons)
0.sledgehammer goal.by         3107ms Matrix_Tensor.Matrix_Tensor 2115:80539  some (SH 3106ms, ATP 542ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         3506ms Matrix_Tensor.Matrix_Tensor 2118:80664  some (SH 3506ms, ATP 989ms): Try this: by (smt (cvc5) "2" "3" local.Cons)
0.sledgehammer goal.by         4253ms Matrix_Tensor.Matrix_Tensor 2121:80804  some (SH 4252ms, ATP 1632ms): Try this: by (smt (cvc5) reduct_matrix)
0.sledgehammer goal.using      7313ms Matrix_Tensor.Matrix_Tensor 2123:80890  some (SH 7312ms, ATP 1646ms): Try this: by (smt (cvc5) "2" Cons_0 Cons_1 local.Cons row_length_eq)
0.sledgehammer goal.unfolding  4636ms Matrix_Tensor.Matrix_Tensor 2124:80917  some (SH 4636ms, ATP 1302ms): Try this: by (smt (cvc5) "2" Cons_0 local.Cons row_length_eq)
0.sledgehammer goal.by         5826ms Matrix_Tensor.Matrix_Tensor 2125:80981  some (SH 5825ms, ATP 1378ms): Try this: by (smt (cvc5) "2" Cons_0 Cons_1 local.Cons row_length_eq)
0.sledgehammer goal.using      4156ms Matrix_Tensor.Matrix_Tensor 2127:81123  some (SH 4155ms, ATP 1397ms): Try this: by (smt (cvc5) "3" Cons_0 Cons_2 assms local.Cons)
0.sledgehammer goal.by         3508ms Matrix_Tensor.Matrix_Tensor 2128:81212  some (SH 3507ms, ATP 999ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      3534ms Matrix_Tensor.Matrix_Tensor 2130:81294  some (SH 3533ms, ATP 871ms): Try this: by (smt (cvc5) "2" Cons_0 Cons_3 assms local.Cons)
0.sledgehammer goal.by         3247ms Matrix_Tensor.Matrix_Tensor 2130:81328  some (SH 3246ms, ATP 1001ms): Try this: by (smt (cvc5) "2" Cons_0 local.Cons)
0.sledgehammer goal.using      7363ms Matrix_Tensor.Matrix_Tensor 2135:81584  some (SH 7362ms, ATP 772ms): Try this: by (smt (cvc5) Cons.hyps local.Cons)
0.sledgehammer goal.by         3350ms Matrix_Tensor.Matrix_Tensor 2135:81606  some (SH 3350ms, ATP 712ms): Try this: by (smt (cvc5))
0.sledgehammer goal.proof     11292ms Matrix_Tensor.Matrix_Tensor 2137:81645  some (SH 11291ms, ATP 2188ms): Try this: by (smt (cvc5) "2" Cons_0 Cons_3 \<open>i < length v * row_length (w1 # N1)\<close> \<open>row (vec_mat_Tensor v (w # N)) i = row (vec_vec_Tensor v w # vec_mat_Tensor v N) i\<close> list.size(3) local.Cons not_less_zero row_Cons times.simps(2) vec_vec_Tensor_elements vec_vec_Tensor_length vec_vec_Tensor_right_empty)
0.sledgehammer goal.using      3744ms Matrix_Tensor.Matrix_Tensor 2140:81731  some (SH 3743ms, ATP 1126ms): Try this: by (smt (cvc5) local.Nil vec_vec_Tensor_right_empty)
0.sledgehammer goal.by         3476ms Matrix_Tensor.Matrix_Tensor 2140:81768  some (SH 3475ms, ATP 1211ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      5555ms Matrix_Tensor.Matrix_Tensor 2142:81849  some (SH 5554ms, ATP 1214ms): Try this: by (smt (cvc5) "2" list.size(3) local.Nil mult_is_0)
0.sledgehammer goal.by         4981ms Matrix_Tensor.Matrix_Tensor 2142:81875  some (SH 4980ms, ATP 1269ms): Try this: by (smt (cvc5) "2" list.size(3,3) mult_is_0)
0.sledgehammer goal.using      3408ms Matrix_Tensor.Matrix_Tensor 2144:81949  some (SH 3408ms, ATP 1609ms): Try this: by (smt (cvc5) assms not_less_zero)
0.sledgehammer goal.by         3327ms Matrix_Tensor.Matrix_Tensor 2144:81963  some (SH 3326ms, ATP 1539ms): Try this: by (smt (cvc5) not_less_zero)
0.sledgehammer goal.using      3513ms Matrix_Tensor.Matrix_Tensor 2146:82040  some (SH 3513ms, ATP 1399ms): Try this: by (smt (cvc5) \<open>length v * row_length (w # N) = 0\<close> assms not_less_zero)
0.sledgehammer goal.by         4122ms Matrix_Tensor.Matrix_Tensor 2147:82101  some (SH 4121ms, ATP 1447ms): Try this: by (smt (cvc5) \<open>length v * row_length (w # N) = 0\<close> not_less_zero)
0.sledgehammer goal.using      7537ms Matrix_Tensor.Matrix_Tensor 2151:82218  some (SH 7536ms, ATP 1322ms): Try this: by (smt (cvc5) list.distinct(1) local.Cons)
0.sledgehammer goal.by         3075ms Matrix_Tensor.Matrix_Tensor 2151:82229  some (SH 3074ms, ATP 988ms): Try this: by (smt (cvc5) list.distinct(1))
0.sledgehammer goal.using      3402ms Matrix_Tensor.Matrix_Tensor 2153:82297  some (SH 3401ms, ATP 1092ms): Try this: by (smt (cvc5) "2" assms)
0.sledgehammer goal.by         3190ms Matrix_Tensor.Matrix_Tensor 2153:82324  some (SH 3190ms, ATP 1092ms): Try this: by (smt (cvc5) "2")
0.sledgehammer goal.using      3321ms Matrix_Tensor.Matrix_Tensor 2158:82572  some (SH 3321ms, ATP 1176ms): Try this: by (smt (cvc5) "1" vec_vec_Tensor_elements)
0.sledgehammer goal.by         3413ms Matrix_Tensor.Matrix_Tensor 2158:82609  some (SH 3412ms, ATP 1312ms): Try this: by (smt (cvc5))
0.sledgehammer goal.proof      7864ms Matrix_Tensor.Matrix_Tensor 2168:83098  some (SH 7863ms, ATP 1894ms): Try this: by (smt (cvc5) "2" Cons_0 Cons_3 row_Cons times.simps(2))
0.sledgehammer goal.using      3356ms Matrix_Tensor.Matrix_Tensor 2170:83180  some (SH 3356ms, ATP 1245ms): Try this: by (smt (cvc5) "2" Cons_0 Cons_3)
0.sledgehammer goal.by         3593ms Matrix_Tensor.Matrix_Tensor 2170:83217  some (SH 3592ms, ATP 1108ms): Try this: by (smt (cvc5))
0.sledgehammer goal.unfolding  3758ms Matrix_Tensor.Matrix_Tensor 2174:83436  some (SH 3757ms, ATP 1525ms): Try this: by (smt (cvc5) row_Cons)
0.sledgehammer goal.by         7802ms Matrix_Tensor.Matrix_Tensor 2174:83455  some (SH 7802ms, ATP 1528ms): Try this: by (smt (cvc5) list.simps(9))
0.sledgehammer goal.using      3940ms Matrix_Tensor.Matrix_Tensor 2178:83655  some (SH 3939ms, ATP 1505ms): Try this: by (smt (cvc5) "2" local.temp)
0.sledgehammer goal.by         3483ms Matrix_Tensor.Matrix_Tensor 2179:83752  some (SH 3483ms, ATP 1426ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         4772ms Matrix_Tensor.Matrix_Tensor 2189:84337  some (SH 4771ms, ATP 2241ms): Try this: by (smt (cvc5) times.simps(2))
0.sledgehammer goal.using      3933ms Matrix_Tensor.Matrix_Tensor 2195:84687  some (SH 3932ms, ATP 1408ms): Try this: by (smt (cvc5) "2" local.temp)
0.sledgehammer goal.by         4045ms Matrix_Tensor.Matrix_Tensor 2195:84728  some (SH 4045ms, ATP 1916ms): Try this: by (smt (cvc5) "2")
0.sledgehammer goal.using      4082ms Matrix_Tensor.Matrix_Tensor 2196:84774  some (SH 4082ms, ATP 1433ms): Try this: by (smt (cvc5) "2" \<open>local.times (v ! (i div row_length (w # N))) (w ! (i mod length w) # row N (i mod row_length N)) = (v ! (i div row_length (w # N)) * w ! (i mod length w)) # local.times (v ! (i div row_length (w # N))) (row N (i mod row_length N))\<close> \<open>row (w # N) (i mod row_length (w # N)) = w ! (i mod row_length (w # N)) # row N (i mod row_length (w # N))\<close> local.temp)
0.sledgehammer goal.by         3500ms Matrix_Tensor.Matrix_Tensor 2196:84808  some (SH 3499ms, ATP 1350ms): Try this: by (smt (cvc5))
0.sledgehammer goal.using      5982ms Matrix_Tensor.Matrix_Tensor 2198:84865  some (SH 5982ms, ATP 2550ms): Try this: by (smt (cvc5) Cons_5 \<open>row (vec_mat_Tensor v (w # N)) i = row (vec_vec_Tensor v w # vec_mat_Tensor v N) i\<close> calculation row_Cons)
0.sledgehammer goal.by         3757ms Matrix_Tensor.Matrix_Tensor 2199:84957  some (SH 3757ms, ATP 1608ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         3666ms Matrix_Tensor.Matrix_Tensor 2203:85040  some (SH 3665ms, ATP 559ms): Try this: by (smt (cvc5))
0.sledgehammer goal.apply     17773ms Matrix_Tensor.Matrix_Tensor 2218:85531  timeout (SH 17773ms): Timed out
0.sledgehammer goal.proof     17385ms Matrix_Tensor.Matrix_Tensor 2219:85549  timeout (SH 17385ms): Timed out
0.sledgehammer goal.using      3908ms Matrix_Tensor.Matrix_Tensor 2221:85591  some (SH 3907ms, ATP 1401ms): Try this: by (smt (cvc5) mult_is_0 not_less_zero row_length_Nil)
0.sledgehammer goal.by         3645ms Matrix_Tensor.Matrix_Tensor 2221:85601  some (SH 3645ms, ATP 1334ms): Try this: by (smt (cvc5) lambda_zero not_less_zero row_length_Nil)
0.sledgehammer goal.proof     18382ms Matrix_Tensor.Matrix_Tensor 2231:86019  timeout (SH 18381ms): Timed out
0.sledgehammer goal.using      7326ms Matrix_Tensor.Matrix_Tensor 2237:86281  some (SH 7325ms, ATP 1230ms): Try this: by (smt (cvc5) assms list.distinct(1) list.sel(1) row_length_def)
0.sledgehammer goal.by         3763ms Matrix_Tensor.Matrix_Tensor 2237:86308  some (SH 3763ms, ATP 1448ms): Try this: by (smt (cvc5) list.distinct(1) list.sel(1))
0.sledgehammer goal.using      7054ms Matrix_Tensor.Matrix_Tensor 2239:86376  some (SH 7053ms, ATP 896ms): Try this: by (smt (cvc5) assms reduct_matrix)
0.sledgehammer goal.by         3874ms Matrix_Tensor.Matrix_Tensor 2239:86403  some (SH 3873ms, ATP 1885ms): Try this: by (smt (cvc5))
0.sledgehammer goal.by         3386ms Matrix_Tensor.Matrix_Tensor 2241:86496  some (SH 3385ms, ATP 1459ms): Try this: by (smt (cvc5) Tensor.simps(2))
