0.sledgehammer initialize Params for sledgehammer: {abduce = SOME 0, cache_dir = NONE, compress = NONE, debug = true, expect =
0.sledgehammer initialize  "", fact_filter = NONE, fact_thresholds = (0.45, 0.85), falsify =
0.sledgehammer initialize  SOME false, induction_rules = NONE, instantiate = NONE, isar_proofs = NONE,
0.sledgehammer initialize  lam_trans = NONE, learn = true, max_facts = NONE, max_mono_iters = NONE,
0.sledgehammer initialize  max_new_mono_instances = NONE, max_proofs = 4, minimize = true, overlord =
0.sledgehammer initialize  false, preplay_timeout = 1.000, provers = ["cvc5_proof"], slices = 96,
0.sledgehammer initialize  smt_proofs = true, spy = false, strict = false, timeout = 30.000, try0 =
0.sledgehammer initialize  false, type_enc = NONE, uncurried_aliases = NONE, verbose = true}
0.sledgehammer goal.proof     41929ms Prime_Number_Theorem.Prime_Number_Theorem_Library 874:38064  timeout (SH 41926ms): Timed out
0.sledgehammer goal.by        90797ms Prime_Number_Theorem.Prime_Number_Theorem_Library 876:38127  some (SH 90794ms, ATP 1103ms): Try this: by (smt (cvc5, best) Reals_of_nat complex_Re_of_nat norm_powr_real_powr of_nat_0_le_iff) (654 ms)
0.sledgehammer goal.using     82661ms Prime_Number_Theorem.Prime_Number_Theorem_Library 878:38186  some (SH 82659ms, ATP 927ms): Try this: by (smt (cvc5, best) assms(1,2) one_of_nat_less_iff powr_eq_one_iff) (1.0 s)
0.sledgehammer goal.by        29561ms Prime_Number_Theorem.Prime_Number_Theorem_Library 878:38198  some (SH 29559ms, ATP 813ms): Try this: by (smt (cvc5, trigger_last) one_of_nat_less_iff powr_eq_one_iff) (816 ms)
0.sledgehammer goal.by         9521ms Prime_Number_Theorem.Prime_Number_Theorem_Library 879:38246  some (SH 9517ms, ATP 475ms): Try this: by (smt (cvc5, noematch) norm_one) (162 ms)
0.sledgehammer goal.proof     66665ms Prime_Number_Theorem.Prime_Number_Theorem_Library 886:38494  timeout (SH 66664ms): Timed out
0.sledgehammer goal.using     38301ms Prime_Number_Theorem.Prime_Number_Theorem_Library 888:38578  timeout (SH 38299ms): Timed out
0.sledgehammer goal.by        43138ms Prime_Number_Theorem.Prime_Number_Theorem_Library 888:38642  timeout (SH 43136ms): Timed out
0.sledgehammer goal.using     39192ms Prime_Number_Theorem.Prime_Number_Theorem_Library 890:38709  timeout (SH 39189ms): Timed out
0.sledgehammer goal.by        62377ms Prime_Number_Theorem.Prime_Number_Theorem_Library 890:38721  some (SH 62375ms, ATP 3001ms): Try this: by (smt (cvc5, quant_saturate) divide_fds_def fds_right_inverse minus_mult_commute more_arith_simps(11) mult_minus1_right) (715 ms)
0.sledgehammer goal.using     70825ms Prime_Number_Theorem.Prime_Number_Theorem_Library 898:39041  some (SH 70823ms, ATP 3222ms): Try this: by (smt (cvc5) arith_simps(63) assms(1,2) fds_logderiv_completely_multiplicative fds_nth_fds fds_nth_uminus mangoldt_0 more_arith_simps(7))
0.sledgehammer goal.by        38792ms Prime_Number_Theorem.Prime_Number_Theorem_Library 898:39053  timeout (SH 38788ms): Timed out
0.sledgehammer goal.proof     39913ms Prime_Number_Theorem.Prime_Number_Theorem_Library 909:39700  timeout (SH 39911ms): Timed out
0.sledgehammer goal.by        11442ms Prime_Number_Theorem.Prime_Number_Theorem_Library 911:39801  some (SH 11440ms, ATP 755ms): Try this: by (smt (cvc5, quant_saturate) assms(2)) (158 ms)
0.sledgehammer goal.using     139200ms Prime_Number_Theorem.Prime_Number_Theorem_Library 913:39844  some (SH 139064ms, ATP 2846ms): Try this: by (smt (cvc5, noematch) abs_conv_abscissa_completely_multiplicative_log_deriv assms(1,2,3,4) fds_abs_converges order_trans_rules(21)) (275 ms)
0.sledgehammer goal.by        45233ms Prime_Number_Theorem.Prime_Number_Theorem_Library 914:39927  some (SH 45230ms, ATP 3117ms): Try this: by (smt (cvc5, best) alethe_comp_simplify(3) dual_order.trans fds_abs_converges) (769 ms)
0.sledgehammer goal.by        34486ms Prime_Number_Theorem.Prime_Number_Theorem_Library 916:40033  some (SH 34483ms, ATP 2984ms): Try this: by (smt (cvc5, trigger_relev) abs_summable_on_cong fds_abs_converges_altdef') (873 ms)
0.sledgehammer goal.unfolding 39402ms Prime_Number_Theorem.Prime_Number_Theorem_Library 921:40257  timeout (SH 39401ms): Timed out
0.sledgehammer goal.using     41120ms Prime_Number_Theorem.Prime_Number_Theorem_Library 921:40273  timeout (SH 41118ms): Timed out
0.sledgehammer goal.by        39340ms Prime_Number_Theorem.Prime_Number_Theorem_Library 922:40339  timeout (SH 39338ms): Timed out
0.sledgehammer goal.by         7834ms Prime_Number_Theorem.Prime_Number_Theorem_Library 925:40547  some (SH 7833ms, ATP 602ms): Try this: by (smt (cvc5, trigger_relev)) (103 ms)
0.sledgehammer goal.using     48431ms Prime_Number_Theorem.Prime_Number_Theorem_Library 928:40753  timeout (SH 44407ms): Timed out
0.sledgehammer goal.unfolding 61156ms Prime_Number_Theorem.Prime_Number_Theorem_Library 928:40778  timeout (SH 61153ms): Timed out
0.sledgehammer goal.by        43940ms Prime_Number_Theorem.Prime_Number_Theorem_Library 929:40809  some (SH 43928ms, ATP 4577ms): Try this: by (smt (cvc5, trigger_relev) abs_summable_on_cong abs_summable_on_reindex_bij_betw) (514 ms)
0.sledgehammer goal.unfolding 42798ms Prime_Number_Theorem.Prime_Number_Theorem_Library 932:41006  timeout (SH 42796ms): Timed out
0.sledgehammer goal.by        39193ms Prime_Number_Theorem.Prime_Number_Theorem_Library 933:41037  timeout (SH 39191ms): Timed out
0.sledgehammer goal.proof     40516ms Prime_Number_Theorem.Prime_Number_Theorem_Library 939:41345  timeout (SH 40514ms): Timed out
0.sledgehammer goal.using     38028ms Prime_Number_Theorem.Prime_Number_Theorem_Library 941:41446  timeout (SH 38026ms): Timed out
0.sledgehammer goal.unfolding 42769ms Prime_Number_Theorem.Prime_Number_Theorem_Library 941:41500  timeout (SH 42767ms): Timed out
0.sledgehammer goal.by        51961ms Prime_Number_Theorem.Prime_Number_Theorem_Library 942:41541  timeout (SH 51959ms): Timed out
0.sledgehammer goal.by        41153ms Prime_Number_Theorem.Prime_Number_Theorem_Library 943:41629  timeout (SH 41152ms): Timed out
0.sledgehammer goal.proof     39619ms Prime_Number_Theorem.Prime_Number_Theorem_Library 947:41854  timeout (SH 39617ms): Timed out
0.sledgehammer goal.unfolding 40342ms Prime_Number_Theorem.Prime_Number_Theorem_Library 949:41934  timeout (SH 40340ms): Timed out
0.sledgehammer goal.by        33290ms Prime_Number_Theorem.Prime_Number_Theorem_Library 949:41961  some (SH 33288ms, ATP 3322ms): Try this: by (smt (cvc5) real_norm_def summable_geometric_iff)
0.sledgehammer goal.by        39897ms Prime_Number_Theorem.Prime_Number_Theorem_Library 950:42045  timeout (SH 39895ms): Timed out
0.sledgehammer goal.proof     41551ms Prime_Number_Theorem.Prime_Number_Theorem_Library 956:42284  timeout (SH 41548ms): Timed out
0.sledgehammer goal.using     39140ms Prime_Number_Theorem.Prime_Number_Theorem_Library 959:42469  timeout (SH 39138ms): Timed out
0.sledgehammer goal.by        37781ms Prime_Number_Theorem.Prime_Number_Theorem_Library 960:42494  timeout (SH 37778ms): Timed out
0.sledgehammer goal.using     40513ms Prime_Number_Theorem.Prime_Number_Theorem_Library 963:42741  timeout (SH 40511ms): Timed out
0.sledgehammer goal.by        40218ms Prime_Number_Theorem.Prime_Number_Theorem_Library 964:42775  timeout (SH 40215ms): Timed out
0.sledgehammer goal.by        139698ms Prime_Number_Theorem.Prime_Number_Theorem_Library 966:42913  some (SH 139695ms, ATP 2236ms): Try this: by (smt (cvc5) more_arith_simps(7) mult_eq_0_iff nonzero_mult_div_cancel_left nonzero_mult_div_cancel_right of_real_minus times_divide_times_eq)
0.sledgehammer goal.using     42116ms Prime_Number_Theorem.Prime_Number_Theorem_Library 971:43086  timeout (SH 42114ms): Timed out
0.sledgehammer goal.by        41261ms Prime_Number_Theorem.Prime_Number_Theorem_Library 971:43097  timeout (SH 41258ms): Timed out
0.sledgehammer goal.by        91431ms Prime_Number_Theorem.Prime_Number_Theorem_Library 974:43292  some (SH 91429ms, ATP 1305ms): Try this: by (smt (cvc5, quant_saturate) abs_summable_on_cong eq mem_Collect_eq) (1.7 s)
0.sledgehammer goal.by        41810ms Prime_Number_Theorem.Prime_Number_Theorem_Library 975:43355  some (SH 41807ms, ATP 7022ms): Try this: by (smt (cvc5, trigger_last) abs_summable_on_cong abs_summable_on_uminus_iff) (871 ms)
0.sledgehammer goal.using     99784ms Prime_Number_Theorem.Prime_Number_Theorem_Library 979:43485  some (SH 99782ms, ATP 556ms): Try this: by (smt (cvc5, trigger_last) \<open>fds_abs_converges h s\<close> eval_fds_altdef infsetsum_cong) (1.7 s)
0.sledgehammer goal.unfolding 68062ms Prime_Number_Theorem.Prime_Number_Theorem_Library 979:43493  some (SH 68060ms, ATP 395ms): Try this: by (smt (cvc5, term_relev) \<open>fds_abs_converges h s\<close> eval_fds_altdef infsetsum_cong) (1.9 s)
0.sledgehammer goal.by        10239ms Prime_Number_Theorem.Prime_Number_Theorem_Library 979:43516  some (SH 10235ms, ATP 820ms): Try this: by (smt (cvc5, trigger_last) infsetsum_nat') (399 ms)
0.sledgehammer goal.unfolding 44997ms Prime_Number_Theorem.Prime_Number_Theorem_Library 981:43637  timeout (SH 44995ms): Timed out
0.sledgehammer goal.using     41587ms Prime_Number_Theorem.Prime_Number_Theorem_Library 981:43653  timeout (SH 41585ms): Timed out
0.sledgehammer goal.by        40233ms Prime_Number_Theorem.Prime_Number_Theorem_Library 982:43719  timeout (SH 40232ms): Timed out
0.sledgehammer goal.using     40784ms Prime_Number_Theorem.Prime_Number_Theorem_Library 985:43954  timeout (SH 40782ms): Timed out
0.sledgehammer goal.unfolding 37822ms Prime_Number_Theorem.Prime_Number_Theorem_Library 985:43979  timeout (SH 37820ms): Timed out
0.sledgehammer goal.by        44570ms Prime_Number_Theorem.Prime_Number_Theorem_Library 986:44011  some (SH 44563ms, ATP 1963ms): Try this: by (smt (cvc5, trigger_relev) infsetsum_cong infsetsum_reindex_bij_betw) (696 ms)
0.sledgehammer goal.by        42715ms Prime_Number_Theorem.Prime_Number_Theorem_Library 989:44193  timeout (SH 42713ms): Timed out
0.sledgehammer goal.using     39050ms Prime_Number_Theorem.Prime_Number_Theorem_Library 994:44515  timeout (SH 39048ms): Timed out
0.sledgehammer goal.by        39329ms Prime_Number_Theorem.Prime_Number_Theorem_Library 994:44526  timeout (SH 39328ms): Timed out
0.sledgehammer goal.using     41180ms Prime_Number_Theorem.Prime_Number_Theorem_Library 997:44714  timeout (SH 41178ms): Timed out
0.sledgehammer goal.by        48694ms Prime_Number_Theorem.Prime_Number_Theorem_Library 997:44723  some (SH 48692ms, ATP 245ms): Try this: by (smt (cvc5, trigger_last) infsetsum_cong mem_Collect_eq more_arith_simps(7)) (501 ms)
0.sledgehammer goal.by        70587ms Prime_Number_Theorem.Prime_Number_Theorem_Library 998:44774  some (SH 70574ms, ATP 4262ms): Try this: by (smt (cvc5, trigger_max) infsetsum_cong infsetsum_uminus) (1.2 s)
0.sledgehammer goal.proof     40233ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1007:45086  timeout (SH 40231ms): Timed out
0.sledgehammer goal.by        134642ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1009:45179  some (SH 134635ms, ATP 2687ms): Try this: by (smt (cvc5, noematch) One_nat_def Suc_lessD[of "0"] completely_multiplicative_function_def[of "fds_nth fds_zeta"] fds_nth_0[of fds_zeta] fds_nth_zeta_pos fds_nth_zeta_pos[of "1"] mult_cancel_right1[of "fds_nth fds_zeta _" "1"] mult_pos_pos zero_less_one) (644 ms)
0.sledgehammer goal.using     40420ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1013:45411  timeout (SH 40418ms): Timed out
0.sledgehammer goal.by        72849ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1013:45479  some (SH 72845ms, ATP 2253ms): Try this: by (smt (cvc5, trigger_max) abs_conv_abscissa_zeta abs_summable_on_cong[of "Collect prime" "\<lambda>uua. complex_of_real (ln (real uua)) * (1 / (1 - fds_nth fds_zeta uua / nat_power uua s) - 1)" "\<lambda>uua. complex_of_real (ln (real uua)) * (1 / (1 - fds_nth fds_zeta uua / complex_of_nat uua powr s) - 1)" "Collect prime"] complex_inner_1_right[of s] ereal_less(4)[of "Re s"] fds_nth_zeta_pos[of "1"] nat_power_complex_def[of _ s] rel_simps(68,93)) (838 ms)
0.sledgehammer goal.using     41824ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1014:45573  timeout (SH 41823ms): Timed out
0.sledgehammer goal.by        41393ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1015:45589  timeout (SH 41388ms): Timed out
0.sledgehammer goal.by        44939ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1019:45776  timeout (SH 44937ms): Timed out
0.sledgehammer goal.by        39996ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1021:45893  timeout (SH 39988ms): Timed out
0.sledgehammer goal.using     58634ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1023:46072  some (SH 58632ms, ATP 5225ms): Try this: by (smt (cvc5) abs_conv_abscissa_deriv abs_conv_abscissa_zeta assms complex_inner_1_right conv_abscissa_zeta divide_fds_def ereal_less(4) eval_fds_deriv eval_fds_inverse eval_fds_mult eval_fds_zeta fds_abs_converges fds_abs_converges_moebius_mu fds_moebius_inverse_zeta fds_nth_zeta_pos field_class.field_divide_inverse one_neq_zero zero_less_one)
0.sledgehammer goal.by        72140ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1024:46115  some (SH 72137ms, ATP 2324ms): Try this: by (smt (cvc5) abs_conv_abscissa_deriv abs_conv_abscissa_zeta alethe_eq_simplify(24) complex_inner_1_right conv_abscissa_zeta divide_fds_def ereal_less(4) eval_fds_deriv eval_fds_inverse eval_fds_mult eval_fds_zeta fds_abs_converges fds_abs_converges_moebius_mu fds_moebius_inverse_zeta fds_nth_zeta_pos field_class.field_divide_inverse poly_simp_rel(11))
0.sledgehammer goal.using     76842ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1027:46376  some (SH 76840ms, ATP 1691ms): Try this: by (smt (cvc5) "*" abs_conv_abscissa_zeta assms complex_inner_1_right eq_numeral_extra(2) ereal_less(4) eval_fds_logderiv_completely_multiplicative(2) fds_nth_zeta_pos infsetsum_cong nat_power_complex_def poly_simp_rel(11))
0.sledgehammer goal.by        80704ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1027:46444  some (SH 80699ms, ATP 3505ms): Try this: by (smt (cvc5, quant_saturate) abs_conv_abscissa_zeta complex_inner_1_right[of s] eq_numeral_extra(1) ereal_less(4)[of "Re s"] fds_nth_zeta_pos[of "1"] infsetsum_cong[of "Collect prime" "\<lambda>uua. complex_of_real (ln (real uua)) * (1 / (1 - fds_nth fds_zeta uua / complex_of_nat uua powr s) - 1)" "\<lambda>uua. complex_of_real (ln (real uua)) * (1 / (1 - fds_nth fds_zeta uua / nat_power uua s) - 1)" "Collect prime"] less_numeral_extra(1) nat_power_complex_def[of _ s]) (1.6 s)
0.sledgehammer goal.using     38764ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1028:46518  timeout (SH 38762ms): Timed out
0.sledgehammer goal.by        43468ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1029:46534  timeout (SH 43464ms): Timed out
0.sledgehammer goal.proof     42951ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1037:46841  timeout (SH 42948ms): Timed out
0.sledgehammer goal.by        68571ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1039:46950  some (SH 68569ms, ATP 3530ms): Try this: by (smt (cvc5) alethe_minus_simplify(4) mem_Collect_eq sums_cong)
0.sledgehammer goal.using     42585ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1043:47021  timeout (SH 42583ms): Timed out
0.sledgehammer goal.by        43558ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1043:47050  timeout (SH 43548ms): Timed out
0.sledgehammer goal.proof     40969ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1048:47196  timeout (SH 40967ms): Timed out
0.sledgehammer goal.using     43932ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1050:47282  timeout (SH 43930ms): Timed out
0.sledgehammer goal.by        41740ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1051:47338  timeout (SH 41731ms): Timed out
0.sledgehammer goal.by        48113ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1053:47482  timeout (SH 48109ms): Timed out
0.sledgehammer goal.by        1004635ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1055:47622  some (SH 1004633ms, ATP 830ms): Try this: by (smt (cvc5, trigger_last) abs_summable_on_cong abs_summable_on_reindex calculation) (1.7 s)
0.sledgehammer goal.by        45571ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1056:47705  some (SH 45568ms, ATP 579ms): Try this: by (smt (cvc5, fmf) range_add_nat[of b]) (171 ms)
0.sledgehammer goal.proof     47500ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1064:47969  timeout (SH 47489ms): Timed out
0.sledgehammer goal.using     44248ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1066:48045  timeout (SH 44243ms): Timed out
0.sledgehammer goal.by        41012ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1066:48057  timeout (SH 41009ms): Timed out
0.sledgehammer goal.using     44937ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1068:48151  timeout (SH 44928ms): Timed out
0.sledgehammer goal.by        39845ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1069:48203  timeout (SH 39841ms): Timed out
0.sledgehammer goal.by        58291ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1072:48418  timeout (SH 58284ms): Timed out
0.sledgehammer goal.by        45260ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1073:48503  some (SH 45254ms, ATP 4833ms): Try this: by (smt (cvc5, trigger_max) range_add_nat[of a]) (76 ms)
0.sledgehammer goal.proof     42567ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1080:48739  timeout (SH 42565ms): Timed out
0.sledgehammer goal.by        21092ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1085:48979  some (SH 21087ms, ATP 3602ms): Try this: by (smt (cvc5, trigger_relev)) (202 ms)
0.sledgehammer goal.unfolding 43868ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1087:49057  timeout (SH 43209ms): Timed out
0.sledgehammer goal.by        77058ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1088:49080  some (SH 77054ms, ATP 3357ms): Try this: by (smt (cvc5) arithmetic_simps(45,45) diff_divide_distrib numeral_Bit0_div_2 of_int_eq_numeral_iff of_int_floor_le one_plus_numeral one_plus_numeral real_of_int_div4 real_of_int_floor_ge_diff_one semiring_norm(2))
0.sledgehammer goal.by        44078ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1090:49142  timeout (SH 44072ms): Timed out
0.sledgehammer goal.using     43009ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1092:49261  timeout (SH 43008ms): Timed out
0.sledgehammer goal.by        41056ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1092:49286  timeout (SH 41049ms): Timed out
0.sledgehammer goal.using     39634ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1095:49440  timeout (SH 39630ms): Timed out
0.sledgehammer goal.by        41801ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1096:49469  timeout (SH 41798ms): Timed out
0.sledgehammer goal.unfolding 41119ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1100:49737  timeout (SH 41116ms): Timed out
0.sledgehammer goal.using     46943ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1100:49753  timeout (SH 46929ms): Timed out
0.sledgehammer goal.by        45054ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1100:49776  timeout (SH 45049ms): Timed out
0.sledgehammer goal.by        47183ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1103:49842  timeout (SH 47174ms): Timed out
0.sledgehammer goal.using     42321ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1104:49970  timeout (SH 42319ms): Timed out
0.sledgehammer goal.by        40157ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1105:49982  timeout (SH 40155ms): Timed out
0.sledgehammer goal.by        42129ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1107:50133  timeout (SH 42123ms): Timed out
0.sledgehammer goal.proof     48168ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1114:50313  timeout (SH 48164ms): Timed out
0.sledgehammer goal.by        26874ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1116:50406  some (SH 26863ms, ATP 1438ms): Try this: by (smt (cvc5, fmf) pre_zeta_bound) (1.9 s)
0.sledgehammer goal.using     42814ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1118:50502  timeout (SH 42812ms): Timed out
0.sledgehammer goal.by        39435ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1118:50514  timeout (SH 39433ms): Timed out
0.sledgehammer goal.by        17030ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1119:50599  some (SH 17020ms, ATP 1185ms): Try this: by (smt (cvc5, fmf) complex_Re_le_cmod) (288 ms)
0.sledgehammer goal.by        31089ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1120:50689  some (SH 31087ms, ATP 2932ms): Try this: by (smt (cvc5, term_relev) field_sum_of_halves) (542 ms)
0.sledgehammer goal.using     48930ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1122:50770  timeout (SH 48917ms): Timed out
0.sledgehammer goal.by        46410ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1122:50782  timeout (SH 46408ms): Timed out
0.sledgehammer goal.proof     42779ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1128:50926  timeout (SH 42773ms): Timed out
0.sledgehammer goal.by        43797ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1129:50986  some (SH 43789ms, ATP 3535ms): Try this: by (smt (cvc5, noematch) eventually_nhds t1_space) (905 ms)
0.sledgehammer goal.by        46209ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1131:51107  timeout (SH 46207ms): Timed out
0.sledgehammer goal.using     46196ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1134:51297  timeout (SH 46188ms): Timed out
0.sledgehammer goal.by        55998ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1134:51305  timeout (SH 55993ms): Timed out
0.sledgehammer goal.by        45199ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1136:51467  timeout (SH 45195ms): Timed out
0.sledgehammer goal.by        17249ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1138:51599  some (SH 17246ms, ATP 1253ms): Try this: by (smt (cvc5, fmf) DERIV_imp_deriv) (876 ms)
0.sledgehammer goal.proof     47705ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1144:51718  timeout (SH 47701ms): Timed out
0.sledgehammer goal.by        43885ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1147:51813  timeout (SH 43883ms): Timed out
0.sledgehammer goal.using     53406ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1148:51904  some (SH 53369ms, ATP 1626ms): Try this: by (smt (cvc5, quant_saturate) mult_eq_0_iff right_minus_eq zeta_Re_ge_1_nonzero) (1.7 s)
0.sledgehammer goal.by        64175ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1148:51937  some (SH 64173ms, ATP 1568ms): Try this: by (smt (cvc5, fmf) mult_eq_0_iff right_minus_eq) (333 ms)
0.sledgehammer goal.proof     40912ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1155:52087  timeout (SH 40910ms): Timed out
0.sledgehammer goal.using     42216ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1157:52156  timeout (SH 42214ms): Timed out
0.sledgehammer goal.by        43156ms Prime_Number_Theorem.Prime_Number_Theorem_Library 1157:52168  timeout (SH 43154ms): Timed out
